id,title,location,experience_level,type,function,sector,requirements,created_at,published_date,url,origin_site_name,company_id,company_name
1218, Analista de Segurança da Informação – TI,,remote,,Unknown,Unknown,"Buscamos Talentos para produzir alimentos com amor, zelando pelos processos e garantindo a qualidade dos nossos produtos para continuarmos alimentando vidas e construindo sonhos!Se você é um(a) profissional determinado, possui senso de propriedade e que busca por desenvolvimento profissional, a SSA é o seu lugar!Venha nos ajudar a transformar o mundo de forma sustentável e inovadora!#VemSerSSA#SSA - Alimentando vidas e construindo sonhos&nbsp;Responsabilidades e atribuiçõesResponsável por apoiar na segurança dos dados, sistemas e ambientes de TI por meio da aplicação de boas praticas e suporte as estratégias de segurança da informação da organização. Auxiliara na execucao dos processos da área e no monitoramento das ações, contribuindo para a mitigação de riscos de segurança da informação, em alinhamento com as diretrizes estabelecidas.Contribuir para o desenvolvimento e implementação de estratégias, politicas e procedimentos de segurança e privacidade sob orientação da equipe sênior.Apoiar as iniciativas de governança de TI, incluindo o suporte ao escritório de processos e projetos e na gestão de fornecedores no que tange a segurança da informação.Auxiliar na realização de avaliações internas para identificar gaps de segurança da informação em processos de TI e do negocio, propondo melhorias e colaborando na execucao de planos de ação.Participar da elaboração e acompanhamento de planos de tratamento de riscos de segurança da informação, sugerindo soluções e contribuindo para o mapeamento de responsabilidades e prioridades.Auxiliar na elaboração de business cases para implementar melhorias no plano de tratamento de riscos de segurança da informação.Monitorar indicadores de desempenho relacionados ao plano de segurança da informação e contribuir para a melhoria continua dos processos.Promover a conscientização e obediência as politicas e procedimentos de segurança, fornecendo suporte consultivo básico a gestão e ao desenvolvimento de sistemas.Apoiar o processo de Gestão de Continuidade do Negocio por meio da coleta de informações e elaboração de artefatos com supervisão da equipe sênior.Contribuir em projetos de segurança da informação, oferecendo suporte operacional as áreas de negocio e TI na implantação de melhorias.Auxiliar na identificação e resolução de incidentes relacionados a segurança, escalando os casos críticos para os responsáveis adequados.Participar da criação de relatórios com indicadores de segurança e apoiar na definição de planos de ação sob supervisão.Garantir que as atividades de segurança da organização estejam alinhadas a LGPD e outras normas de segurança aplicáveis, sob orientação.Requisitos e qualificaçõesInformações adicionais",2024-12-18,2024-12-17,https://ssa.gupy.io/job/eyJqb2JJZCI6ODI3NzM0MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,295,SSA - São Salvador Alimentos
1220,Analista de Governança de TI,,remote,,Unknown,Unknown,"Venha atuar em um desafio interessante de modelagem de processos de negócios com uso de arquitetura corporativa em uma empresa lider de mercado, no segmento de metalurgia e mineração. Ajudaremos nosso cliente a desenvolver seu modelo de arquitetura corporativa de TI, usando as melhores práticas e frameworks.Responsabilidades e atribuiçõesAtuacao como Consultor de Governança de TI dentro de um projeto de arquitetura corporativa, compondo o time que buscará analisar o cliente sob os seguintes aspectos :Compliance e auditoriaAssegurar que o projeto esteja em conformidade com regulamentações internas do cliente e normas externas, como GDPR, LGPD, SOX, entre outras.Gerenciamento de projetos de TIApoiar na gestão de projetos de TI para garantir que eles estejam alinhados com a estratégia de governança do clienteMonitorar e avaliar a execução de projetos e sua aderência às políticas e processos estabelecidos.Monitoramento e relatorioMonitorar o desempenho de projeto de TI e relatar indicadores de desempenho (KPIs) relacionados à governança de TI do clienteInteração com StakeholdersColaborar com diferentes áreas da empresa para garantir que as necessidades de TI sejam atendidas com os projetos em execuçãoIncidentes e continuidade de negóciosAssegurar que visão de continuidade dos serviços de TI em situações de incidentes e emergência estejam alinhadas aos trabalhos de arquitetura corporativa em desenvolvimentoVale destacar que o profissional deve assegurar que os projetos de TI estejam alinhados com os objetivos de negócios, mitigando riscos e garantindo a conformidade e a eficiência operacional com as prática de governança do clienteDevera possuir:Conhecimentos em governança de TI: Familiaridade com frameworks de governança de TI como COBIT (Control Objectives for Information and Related Technologies) e ITIL (Information Technology Infrastructure Library).Conhecimentos em gestão de riscos e compliance: Entendimento dos processos de identificação, avaliação e mitigação de riscos de TI.Visão de Segurança da informação: Entendimento de frameworks e normas de segurança como NIST, ISO 27001 e CIS Controls.Visão de Arquitetura de TI: Compreensão da arquitetura de sistemas e infraestrutura de TI.Experiência em reports: Capacidade de analisar dados e gerar relatórios de desempenho.Graduação em áreas como Ciência da Computação, Sistemas de Informação, Engenharia de Computação, Administração com ênfase em TI, ou áreas correlatas.Habilidade para resolver problemas complexos de forma eficiente.Pensamento crítico e capacidade analítica para tomar decisões informadas.Excelente comunicação verbal e escrita.Capacidade de trabalho em equipe e colaboração interdepartamental.Requisitos e qualificaçõesMínimo de 5-7 anos de experiência em TI, com pelo menos 3 anos de experiência em Ações de governança de TICertificações (Desejáveis)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ITIL, COBIT, CISA e outras correlatas",2024-12-18,2024-12-16,https://fcamara.gupy.io/job/eyJqb2JJZCI6ODI5NzQyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,32,Fcamara
1106,Analista de Sistemas de Negócios ,,remote,,Unknown,Unknown,"O que buscamos?Buscamos uma&nbsp;Analista de Sistemas de Negócios,&nbsp;para trabalhar em nosso parceiro. Nossa área de Gestão de Outsourcing estará próxima a você, realizando reuniões 1:1 para garantir o alinhamento estratégico, absorção da nossa cultura e a evolução da sua carreira.Responsabilidades e atribuiçõesO que você precisa ter:Apoiar a Product Manager na escrita de histórias de usuários ou especificações em caso de projeto de escopo fechado, de forma a indicar possibilidades e restrições dos sistemas para melhor composição dos requisitos de negócio e garantir aderência aos padrões de arquitetura e engenharia de software, impactos técnicos em sistemas de infraestrutura e operação de tecnologia para produto;Participar do processo de Upstream com o objetivo de apoiar as fases, buscando a definição de melhores produtos;Apoiar no desenho de soluções junto aos fornecedores de ferramentas externas.Acompanhar processo de Downstream, garantindo o comprometimento das entregas com os colegas de trabalho, sempre prezando pelas melhores práticas de Engenharia de Software.Acompanhar o processo de homologação de aplicações para garantir os critérios de qualidade funcional e não funcional validando se as especificações de negócios foram cumpridas.Saber navegar entre Tecnologia e Negócios, conseguindo unificar os dois temas em uma linguagem simples para o desenvolvimento e sustentação do produto.Apoiar as demandas de Sustentação do produto, analisando e encaminhando o tratamento de incidentes.Atuar no ciclo de vida da aplicação, avaliando e endereçando novas versões, visando atender as necessidades de negócio.Habilidade para atuar com boas práticas de desenvolvimento ágil de software. (Kanban) Assegurar o DOR e DOD dos requisitos na prática junto com os colegas de equipe e fornecedor.Desejáveis:Experiência sendo Analista de Sistemas de Negócio;Faça a análise do sistema, pensando no produto de ponta-a-ponta, com foco no resultado para o negócio;Acompanhe o desempenho do sistema através de análises e validações;Saiba construir requisitos em formato de desenvolvimento ágil de software (user stories ou similar);Atue como facilitador ativo participativo do processo de desenvolvimento do sistema e as agendas de refinamento técnico com as equipes;Se preocupe com o refinamento de backlog;Conheça técnicas de elaboração de roadmap e priorização;Tenha vivência com métodos ágeis de desenvolvimento de software.Tenha conhecimento de desenho de solução e banco de dados;Conheça a lógica de programação;Conheça tecnologia de forma geral e desenvolvimento de sistemas.Desejável conhecimento em software de gestão jurídica.Requisitos e qualificaçõesFormação e engajamento desejáveis:Graduação Completa ou em andamento em Ciência da Computação, Engenharia da Computação ou áreas correlatas;Participação em grupos de tecnologias ou envolvimento com algum tipo de comunidade.Atitudes:Ser proativo, curioso, atento aos detalhes, Accountability, pensamento estratégico conectado aos resultados, flexibilidade, maturidade profissional.Informações adicionaisO que oferecemos:Contratação CLT com benefícios flexíveis;Trabalho remoto;Acompanhamento 1:1;Plano de desenvolvimento pessoal;Cultura de colaboração e aprendizado;Comunidades de Prática;Programa de Progressão de Carreira;Eventos de integração e celebrações.Estamos empenhados em construir uma empresa cada vez mais diversa e inclusiva. A vaga é aberta para todas as pessoas. Queremos muita&nbsp;diversidade e conhecimento compartilhado!",2024-12-18,2024-12-13,https://softdesign.gupy.io/job/eyJqb2JJZCI6ODI5ODg5Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,223,SoftDesign
1105,ANALISTA DE SISTEMAS PLENO,,remote,,Unknown,Unknown,"A&nbsp;Funcional Health Tech&nbsp;é&nbsp;movida pela certeza&nbsp;de que a&nbsp;Saúde é o pilar principal da vida das pessoas,&nbsp;por isso quebramos barreiras para promovê-la de forma sustentável.&nbsp;Para realizar nosso propósito, inovamos&nbsp;todos os&nbsp;dias unindo&nbsp;pessoas, tecnologia e dados&nbsp;para prover o&nbsp;ecossistema da saúde&nbsp;com&nbsp;soluções que geram&nbsp;eficiência&nbsp;e sustentabilidade&nbsp;em toda a&nbsp;cadeia.&nbsp;Aqui, você irá participar, de maneira direta ou indireta, da&nbsp;criação de novas soluções&nbsp;para os mais diversos&nbsp;serviços de saúde&nbsp;porque essa é a missão diária de todos nós na Funcional.&nbsp;&nbsp;Pesquisamos, criamos e fazemos acontecer, porque está em nosso DNA.Responsabilidades e atribuiçõesSua missão como&nbsp;Pessoa Analista de Sistemas Pleno, será:Analista de Suporte e Execução do processo de Fechamento;Acompanhar as entregas dos faturamentos, visando a entrega dos&nbsp;resultados fechados sem nenhum problema ou inconsistência nos dados e&nbsp;valores;Atendimento dos chamados abertos, diminuindo o impactado com o cliente,&nbsp;visando alcançar o atendimento 100% dentro do SLA dos chamados&nbsp;abertos incidentes e requisições referente ao faturamento.Requisitos e qualificaçõesPara isso, esperamos que você possua:Ensino Superior completo ou em andamento;Conhecimento em SQL server intermediário;Excel intermediário;Análise de dados;Lógica de programação;Habilidades que vão fazer você chamar nossa atenção:Conhecimento em Elastic Search.Informações adicionaisComo é trabalhar aqui na Funcional Health Tech:&nbsp;Nosso time é incrível, colaboramos e fazemos juntos para ir mais longe.&nbsp;Nossa cultura é ágil e estamos em constante evolução.&nbsp;Incentivamos o crescimento profissional e o desenvolvimento dos nossos colaboradores com diversas ações e encontros, através de plataforma de treinamentos e webinars mensais, além da “Baratona”, que é o nosso Hackathon interno.&nbsp;&nbsp;""A Funcional reconhece que a diversidade traz benefícios para o negócio e que um ambiente plural e colaborativo é propício para a inovação acontecer. Desta forma nossas oportunidades abraçam todos os talentos, sem distinção de cor, raça, gênero ou qualquer condição de deficiência. Todos os talentos podem participar igualitariamente nos processos seletivos da Funcional. Venha fazer parte do nosso time!""",2024-12-18,2024-12-16,https://funcionalhealthtech.gupy.io/job/eyJqb2JJZCI6ODMwNzIyNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,85,Funcional Health Tech
1168,ANALISTA DE SISTEMAS SUPORTE PL (BILINGUE),,remote,,Unknown,Unknown,"A Minerva Foods é líder em exportação de carne bovina na América do Sul e atua também no segmento de industrializados, comercializando seus produtos para mais de 100 países. Além do Brasil, a Minerva Foods está presente no Paraguai, na Argentina, no Uruguai, na Colômbia, e possui plantas especializadas em ovinos na Austrália.Com nossas 46 unidades industriais, oferecemos produtos saudáveis e nutritivos, que são comercializados para clientes do mundo todo por meio de nossos 23 centros de distribuição e 17 escritórios internacionais.Responsabilidades e atribuiçõesGarantir a disponibilidade, performance e segurança dos sistemas utilizados pela equipe da Austrália, oferecendo suporte técnico bilíngue (inglês/português) de alta qualidade, através da resolução proativa de problemas, manutenção preventiva e atualização contínua dos sistemas. Fomentar uma colaboração eficiente entre equipes globais e manter uma comunicação clara e precisa, proporcionando uma experiência de usuário exemplar e contribuindo para o sucesso operacional da empresa.Requisitos e qualificaçõesDelphi,conhecimento profundo de desenvolvimento e manutenção de aplicações em Delphi. Experiência com as diferentes versões do Delphi (e.g., Delphi 7, Delphi XE, etc.).SQL, Experiência com SQL Server, Oracle, MySQL ou outros RDBMS. Conhecimento em otimização de consultas SQL, procedimentos armazenados, e scripts de manutenção. Familiaridade com bases de dados NoSQL pode ser um diferencial.C#, Intermediário, Conhecimento em desenvolvimento e manutenção de sistemas utilizando .NET Framework e .NET Core. Familiaridade com ferramentas e práticas de desenvolvimento em C#.Jira, Avançado, Experiência com ferramentas de ticketing como Jira, ServiceNow , GLPI ou similares.Suporte Nível 2/3: Fornecer suporte técnico avançado para resolver problemas complexos que não podem ser solucionados pelo suporte de primeiro nível.Resolução de Incidentes: Atender, diagnosticar e resolver rapidamente os incidentes reportados pelos usuários.Comunicação Bilíngue: Comunicar-se eficazmente em inglês e português com as equipes locais e internacionais, incluindo a equipe da Austrália.Graduação completa em Ciências da Computação, Sistemas de Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatas.",2024-12-18,2024-12-17,https://minervafoods.gupy.io/job/eyJqb2JJZCI6ODMwODQ0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,254,Minerva Foods
1102,ANALISTA DE SISTEMAS SUPORTE PL (BILINGUE),,remote,,Unknown,Unknown,"A Minerva Foods é líder em exportação de carne bovina na América do Sul e atua também no segmento de industrializados, comercializando seus produtos para mais de 100 países. Além do Brasil, a Minerva Foods está presente no Paraguai, na Argentina, no Uruguai, na Colômbia, e possui plantas especializadas em ovinos na Austrália.Com nossas 46 unidades industriais, oferecemos produtos saudáveis e nutritivos, que são comercializados para clientes do mundo todo por meio de nossos 23 centros de distribuição e 17 escritórios internacionais.Responsabilidades e atribuiçõesGarantir a disponibilidade, performance e segurança dos sistemas utilizados pela equipe da Austrália, oferecendo suporte técnico bilíngue (inglês/português) de alta qualidade, através da resolução proativa de problemas, manutenção preventiva e atualização contínua dos sistemas. Fomentar uma colaboração eficiente entre equipes globais e manter uma comunicação clara e precisa, proporcionando uma experiência de usuário exemplar e contribuindo para o sucesso operacional da empresa.Requisitos e qualificaçõesDelphi,conhecimento profundo de desenvolvimento e manutenção de aplicações em Delphi. Experiência com as diferentes versões do Delphi (e.g., Delphi 7, Delphi XE, etc.).SQL, Experiência com SQL Server, Oracle, MySQL ou outros RDBMS. Conhecimento em otimização de consultas SQL, procedimentos armazenados, e scripts de manutenção. Familiaridade com bases de dados NoSQL pode ser um diferencial.C#, Intermediário, Conhecimento em desenvolvimento e manutenção de sistemas utilizando .NET Framework e .NET Core. Familiaridade com ferramentas e práticas de desenvolvimento em C#.Jira, Avançado, Experiência com ferramentas de ticketing como Jira, ServiceNow , GLPI ou similares.Suporte Nível 2/3: Fornecer suporte técnico avançado para resolver problemas complexos que não podem ser solucionados pelo suporte de primeiro nível.Resolução de Incidentes: Atender, diagnosticar e resolver rapidamente os incidentes reportados pelos usuários.Comunicação Bilíngue: Comunicar-se eficazmente em inglês e português com as equipes locais e internacionais, incluindo a equipe da Austrália.Graduação completa em Ciências da Computação, Sistemas de Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatas.",2024-12-18,2024-12-17,https://minervafoods.gupy.io/job/eyJqb2JJZCI6ODMwODQ0OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,254,Minerva Foods
1538,Analista Programador - Oracle PL/SQL,,remote,,Unknown,Unknown,"Somos uma das consultorias que mais cresce no Brasil. Atuamos em negócios e tecnologia com foco em transformações que geram valor, deixando as companhias mais eficientes e competitivas. Desde sua criação em 2012, a Peers cresce de forma acelerada e sustentável, em faturamento, resultado e equipe.&nbsp;&nbsp;&nbsp;Nossos colaboradores contam com:&nbsp;&nbsp;Remuneração acima do mercado&nbsp;Benefícios e incentivos focados na qualidade de vidaAmplo programa de desenvolvimento humano&nbsp;Plano de carreira&nbsp;Programa de mentoring&nbsp;Exposição frequente aos executivos&nbsp;Possibilidade de trabalho híbrido e remoto&nbsp;&nbsp;Liberdade e autonomia para inovar e intraempreender&nbsp;Experiência em projetos inovadoresO que buscamos:&nbsp;&nbsp;Pessoas com notável habilidade de raciocínio lógico&nbsp;&nbsp;Capacidade de usar conhecimentos técnicos profundos para gerar soluções para os clientes&nbsp;Foco em resultados&nbsp;Capacidade de comunicação e relacionamento&nbsp;&nbsp;Proatividade e dinamismo&nbsp;&nbsp;Habilidades de liderança e gestão de equipes&nbsp;&nbsp;Perfil empreendedor&nbsp;A oportunidade Estamos procurando um profissional de TI altamente qualificado para se juntar à nossa equipe. Se você é apaixonado por transformar dados em informações acionáveis, é proativo e tem experiência sólida em modelagem de dados, estamos ansiosos para te conhecer. O candidato ideal é aquele que se sente motivado a resolver os problemas dos clientes através do uso dos dados de forma rápida, consistente e eficiente, tendo como principal foco obter a melhor performance dado os recursos disponíveis.&nbsp;Responsabilidades e atribuiçõesResponsabilidades e atribuições:&nbsp;Participar do Discovery dos projetos, entender as necessidades, melhorias e evoluções;Desenvolver aplicações em andamento e a partir do zero;Analisar e melhorar performance de sistemas;Colaborar com equipes multidisciplinares para entender as necessidades;Ser organizado e documentar as tarefas.Requisitos e qualificaçõesPré-requisitos:&nbsp;Formação em Ciência da Computação, Análise e Desenvolvimento de Sistemas, Sistemas de Informação, Engenharia, Estatística ou área relacionada que comprove formação técnica aprofundada;Ótimos conhecimentos em lógica de programação;Proficiência em linguagem PL/SQL do SGBD Oracle;Desenvolvimento e otimização de Packages, Stored Procedures, Cursores, Arrays, Types, Triggers etc;Experiencia em linguagem SQL seguindo padrões e boas práticas;Conhecimento em Modelagem e Tratamento de Dados;Conhecimento em versionamento de código, como BitBucket, GitHub, etc;Experiência na elaboração de documentos de banco de dados e dicionário de dados;Ter uma história bem-sucedida de formação e experiência profissional;Forte capacidade de execução de projetos e organização;Trabalhar bem em equipe;Ter pensamento crítico e analítico;&nbsp;Boa comunicação: verbal (apresentação, seminários) e escrita (relatórios, artigos, etc).&nbsp;&nbsp;&nbsp;&nbsp;Diferencias:Pós-graduação e experiência em consultoria.&nbsp;Inglês intermediário/avançado.&nbsp;Informações adicionaisBenefícios:Vale refeição&nbsp;pagos no cartão Flash;Mobilidade para projetos;Plano de saúde SulAmérica sem coparticipação;Seguro de vida.Cuidados com o bem-estar:&nbsp;&nbsp;Dayoff de aniversário&nbsp;Peers hobbismo - reembolso a esportes e hobbies;Peers corrida – serviços de assessoria esportiva;Licença Maternidade/Paternidade Estendida;&nbsp;Auxílio Creche e Filho excepcional;Happy&nbsp;Hour de Projeto.Desenvolvimento profissional:&nbsp;Parcerias e convênios com instituições que oferecem desconto em cursos de idioma, pós-graduação e cursos técnicos;Treinamentos institucionais – realizados mensalmente por profissionais internos ou terceirizados;Programa de mentoring – orientação e acompanhamento de planos de desenvolvimento;Treinamentos individuais - +150hrs de cursos/treinamentos na plataforma interna de capacitação.",2024-12-18,2024-12-17,https://peers.gupy.io/job/eyJqb2JJZCI6ODMxMjc2OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,27,Vagas Peers
1171,ANALISTA SUPORTE TRILINGUE PL,,remote,,Unknown,Unknown,"Na Stefanini, acreditamos no poder da colaboração. Co-criamos soluções inovadoras em parceria com nossos clientes, combinando tecnologia de ponta, inteligência artificial e a criatividade humana. Estamos na vanguarda da resolução de problemas de negócios, proporcionando impacto real em escala global.Ao se juntar à Stefanini, você se torna parte de uma jornada global de transformação. Estamos empenhados em criar impacto positivo não apenas nos negócios, mas também na vida de nossos colaboradores. Se você procura uma oportunidade de crescimento profissional em uma empresa que valoriza inovação, respeito, autonomia e parceria, você encontra aqui!Junte-se a nós e seja parte da mudança!Responsabilidades e atribuiçõesGerenciar contas no Active Directory (on-premises e Azure AD DS), incluindo administração do Active Directory Self Service (ADSS) e gerenciamento de permissões dentro das Organizational Units (OUs).Configurar e manter atributos das contas de usuários no Active Directory, garantindo sua integridade e segurança.Fornecer suporte a incidentes e requisições relacionadas a contas de usuários no Microsoft 365, além de gerenciar os portais administrativos, como Azure, Exchange Admin Portal, SharePoint Admin Portal e Teams Admin Portal.Gerenciar fluxos de e-mails, serviços e alarmes do Exchange Server, além de criar mailboxes e integrar os serviços de e-mail com o Active Directory.Administrar o System Center Configuration Manager (SCCM) para gerenciamento de dispositivos e aplicativos, com foco em manutenção e suporte.Inscrever e gerenciar contas, dispositivos e aplicativos no Microsoft Intune, implementando e gerenciando políticas de segurança e conformidade.Gerenciar certificados do Active Directory (AD CS) e implementar e gerenciar MFA (Autenticação Multifatorial), aumentando a segurança do ambiente corporativo.Requisitos e qualificaçõesExperiência prática com Active Directory, Microsoft 365, Exchange, SCCM e Intune.Conhecimento em certificados do Active Directory (AD CS) e MFA.Inglês avançado ou fluente, para comunicação com equipes internacionais e suporte técnico.Disponibilidade de horário para atender a demandas em um ambiente de TI dinâmico.Ensino Superior Completo em áreas relacionadas à Tecnologia da Informação, Sistemas de Informação, Ciência da Computação ou afins.Informações adicionaisO que te oferecemos:🍛 Vale Alimentação ou Vale Refeição;👨🏼‍🎓 Desconto em cursos, universidades e instituições de idiomas; 📚 Academia Stefanini - plataforma com cursos online, gratuitos, atualizados e com certificado; 🗣 Mentoring;🏫 Auxílio Creche; 💉 Clube de vantagens para consultas e exames;🏥 Assistência Médica;🦷Assistência Odontológica; 💰 Clube de vantagens e descontos nos melhores estabelecimentos;🛫 Clube de viagens;🐶 Convênio para Pet;e muito mais...",2024-12-18,2024-12-13,https://stefanini.gupy.io/job/eyJqb2JJZCI6ODI4ODAxNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,57,Stefanini Group
955,Arquiteto de Software Sênior,,remote,,Unknown,Unknown,"Como Arquiteto de Software na Montreal, você fará parte de uma das melhores empresas de tecnologia do Brasil. Nossa trajetória iniciou há mais de trinta anos com uma pequena equipe de engenharia apaixonada por inovação. Em 1986, pessoas visionárias fizeram um compromisso com a tecnologia e sua capacidade de transformar o mundo. Aquele, seria apenas o começo de uma trajetória que nos tornou referência sólida no mercado e uma das melhores empresas para se trabalhar.&nbsp;Responsabilidades e atribuiçõesProfissional da CONTRATANTE e da CONTRATADA, responsável por coordenar o trabalho relacionado às decisões arquiteturais de software que impactam a aplicação. Atua em atividades como desenho de arquitetura, POC arquitetural, definição de padrões arquiteturais e de codificação de software, considerando as tecnologias e frameworks padrão adotados. Necessário 5 ou mais anos de experiência como arquiteto de software.Requisitos e qualificaçõesEnsino superior completo e/ou pós-graduação em TI. Sólida e comprovada experiência atuando na função de Arquiteto de Software.Tecnologias específicas:Frontend: Angular.Backend: Java com Spring Boot.SGBD: PostgreSQL.Informações adicionais",2024-12-18,2024-12-13,https://montreal.gupy.io/job/eyJqb2JJZCI6ODI5MTkxOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,46,Montreal & Tecnologia & Inovação
820,Arquiteto de Software Sênior,,remote,,Unknown,Unknown,"Como Arquiteto de Software na Montreal, você fará parte de uma das melhores empresas de tecnologia do Brasil. Nossa trajetória iniciou há mais de trinta anos com uma pequena equipe de engenharia apaixonada por inovação. Em 1986, pessoas visionárias fizeram um compromisso com a tecnologia e sua capacidade de transformar o mundo. Aquele, seria apenas o começo de uma trajetória que nos tornou referência sólida no mercado e uma das melhores empresas para se trabalhar.&nbsp;Responsabilidades e atribuiçõesProfissional da CONTRATANTE e da CONTRATADA, responsável por coordenar o trabalho relacionado às decisões arquiteturais de software que impactam a aplicação. Atua em atividades como desenho de arquitetura, POC arquitetural, definição de padrões arquiteturais e de codificação de software, considerando as tecnologias e frameworks padrão adotados. Necessário 5 ou mais anos de experiência como arquiteto de software.Requisitos e qualificaçõesEnsino superior completo e/ou pós-graduação em TI. Sólida e comprovada experiência atuando na função de Arquiteto de Software.Tecnologias específicas:Frontend: Angular.Backend: Java com Spring Boot.SGBD: PostgreSQL.Informações adicionais",2024-12-18,2024-12-13,https://montreal.gupy.io/job/eyJqb2JJZCI6ODI5MTkxOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Gupy,46,Montreal & Tecnologia & Inovação
